program,id_filiere,filiere_nom,match_type
"Licence en management; 2. Licence en finances; 3. Licence en gestion; 4. Licence marketing; 5. Master en management; 6. Master en finances; 7. Master en gestion; 8. Master marketing HA-2017 RepSEN/Ensup-priv/HA006-2017 1. Licence en banque, assurance, finance; 2. Licence en gestion et stratégie d'entreprise; 3. licence en gestion des ressources humaines; 4. Licence en génie logistique; 5. Licence en en management des affaires internationales; 6. Licence en marketing, management et communication; 7. Licence en marketing management communication et relations publiques; 8. Licence en qualité, hygiène, sécurité, environnement (QHSE); 9. Licence en journalisme et communication; 10. Licence en informatique et réseaux; 11. Licence en en management juridique et fiscal; 12. Master en banque, assurance, finance; 13. Master en gestion et stratégie d'entreprise; Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s)) 1. Licence en informatique, option: méthodes informatiques appliquées à la gestion (MIAGE); 2. Licence en télécommunication, option: système réseau et télécommunication (SRT); 3. Licence en informatique, option: marketing digital et réseaux sociaux; 4. Licence en informatique, option: génie logiciel; 5. Master en informatique, option: méthodes informatiques appliquées à la gestion; 6. Master en télécommunication, option: système réseau et télécommunication (SRT); 7. Master en informatique, option: marketing digital et réseaux sociaux; 8. Master en informatique, option: génie logiciel. 1. Master monnaie banque assurance finance, option: banque privée internationale; 2. Master monnaie banque assurance finance, option: assurance et réassurance; 3. Master monnaie banque assurance finance, option: finance d'entreprise et d'orientation stratégique; 4. Master monnaie banque assurance finance, option:finance internationale et marchés boursiers; 5. Master droit des affaires, option: ingénierie juridique et fiscale; 6. Master gestion, option: audit et contrôle de gestion; 7. Master gestion, option: gestion financière et comptable des entreprises.",73,Droit des affaires,name
"Licence en management; 2. Licence en finances; 3. Licence en gestion; 4. Licence marketing; 5. Master en management; 6. Master en finances; 7. Master en gestion; 8. Master marketing HA-2017 RepSEN/Ensup-priv/HA006-2017 1. Licence en banque, assurance, finance; 2. Licence en gestion et stratégie d'entreprise; 3. licence en gestion des ressources humaines; 4. Licence en génie logistique; 5. Licence en en management des affaires internationales; 6. Licence en marketing, management et communication; 7. Licence en marketing management communication et relations publiques; 8. Licence en qualité, hygiène, sécurité, environnement (QHSE); 9. Licence en journalisme et communication; 10. Licence en informatique et réseaux; 11. Licence en en management juridique et fiscal; 12. Master en banque, assurance, finance; 13. Master en gestion et stratégie d'entreprise; Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s)) 1. Licence en informatique, option: méthodes informatiques appliquées à la gestion (MIAGE); 2. Licence en télécommunication, option: système réseau et télécommunication (SRT); 3. Licence en informatique, option: marketing digital et réseaux sociaux; 4. Licence en informatique, option: génie logiciel; 5. Master en informatique, option: méthodes informatiques appliquées à la gestion; 6. Master en télécommunication, option: système réseau et télécommunication (SRT); 7. Master en informatique, option: marketing digital et réseaux sociaux; 8. Master en informatique, option: génie logiciel. 1. Master monnaie banque assurance finance, option: banque privée internationale; 2. Master monnaie banque assurance finance, option: assurance et réassurance; 3. Master monnaie banque assurance finance, option: finance d'entreprise et d'orientation stratégique; 4. Master monnaie banque assurance finance, option:finance internationale et marchés boursiers; 5. Master droit des affaires, option: ingénierie juridique et fiscale; 6. Master gestion, option: audit et contrôle de gestion; 7. Master gestion, option: gestion financière et comptable des entreprises.",77,"Banque, Assurance, Finance",name
"Licence en management; 2. Licence en finances; 3. Licence en gestion; 4. Licence marketing; 5. Master en management; 6. Master en finances; 7. Master en gestion; 8. Master marketing HA-2017 RepSEN/Ensup-priv/HA006-2017 1. Licence en banque, assurance, finance; 2. Licence en gestion et stratégie d'entreprise; 3. licence en gestion des ressources humaines; 4. Licence en génie logistique; 5. Licence en en management des affaires internationales; 6. Licence en marketing, management et communication; 7. Licence en marketing management communication et relations publiques; 8. Licence en qualité, hygiène, sécurité, environnement (QHSE); 9. Licence en journalisme et communication; 10. Licence en informatique et réseaux; 11. Licence en en management juridique et fiscal; 12. Master en banque, assurance, finance; 13. Master en gestion et stratégie d'entreprise; Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s)) 1. Licence en informatique, option: méthodes informatiques appliquées à la gestion (MIAGE); 2. Licence en télécommunication, option: système réseau et télécommunication (SRT); 3. Licence en informatique, option: marketing digital et réseaux sociaux; 4. Licence en informatique, option: génie logiciel; 5. Master en informatique, option: méthodes informatiques appliquées à la gestion; 6. Master en télécommunication, option: système réseau et télécommunication (SRT); 7. Master en informatique, option: marketing digital et réseaux sociaux; 8. Master en informatique, option: génie logiciel. 1. Master monnaie banque assurance finance, option: banque privée internationale; 2. Master monnaie banque assurance finance, option: assurance et réassurance; 3. Master monnaie banque assurance finance, option: finance d'entreprise et d'orientation stratégique; 4. Master monnaie banque assurance finance, option:finance internationale et marchés boursiers; 5. Master droit des affaires, option: ingénierie juridique et fiscale; 6. Master gestion, option: audit et contrôle de gestion; 7. Master gestion, option: gestion financière et comptable des entreprises.",97,Audit et Contrôle de Gestion,name
"Licence en management; 2. Licence en finances; 3. Licence en gestion; 4. Licence marketing; 5. Master en management; 6. Master en finances; 7. Master en gestion; 8. Master marketing HA-2017 RepSEN/Ensup-priv/HA006-2017 1. Licence en banque, assurance, finance; 2. Licence en gestion et stratégie d'entreprise; 3. licence en gestion des ressources humaines; 4. Licence en génie logistique; 5. Licence en en management des affaires internationales; 6. Licence en marketing, management et communication; 7. Licence en marketing management communication et relations publiques; 8. Licence en qualité, hygiène, sécurité, environnement (QHSE); 9. Licence en journalisme et communication; 10. Licence en informatique et réseaux; 11. Licence en en management juridique et fiscal; 12. Master en banque, assurance, finance; 13. Master en gestion et stratégie d'entreprise; Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s)) 1. Licence en informatique, option: méthodes informatiques appliquées à la gestion (MIAGE); 2. Licence en télécommunication, option: système réseau et télécommunication (SRT); 3. Licence en informatique, option: marketing digital et réseaux sociaux; 4. Licence en informatique, option: génie logiciel; 5. Master en informatique, option: méthodes informatiques appliquées à la gestion; 6. Master en télécommunication, option: système réseau et télécommunication (SRT); 7. Master en informatique, option: marketing digital et réseaux sociaux; 8. Master en informatique, option: génie logiciel. 1. Master monnaie banque assurance finance, option: banque privée internationale; 2. Master monnaie banque assurance finance, option: assurance et réassurance; 3. Master monnaie banque assurance finance, option: finance d'entreprise et d'orientation stratégique; 4. Master monnaie banque assurance finance, option:finance internationale et marchés boursiers; 5. Master droit des affaires, option: ingénierie juridique et fiscale; 6. Master gestion, option: audit et contrôle de gestion; 7. Master gestion, option: gestion financière et comptable des entreprises.",111,Journalisme,name
"Licence en management; 2. Licence en finances; 3. Licence en gestion; 4. Licence marketing; 5. Master en management; 6. Master en finances; 7. Master en gestion; 8. Master marketing HA-2017 RepSEN/Ensup-priv/HA006-2017 1. Licence en banque, assurance, finance; 2. Licence en gestion et stratégie d'entreprise; 3. licence en gestion des ressources humaines; 4. Licence en génie logistique; 5. Licence en en management des affaires internationales; 6. Licence en marketing, management et communication; 7. Licence en marketing management communication et relations publiques; 8. Licence en qualité, hygiène, sécurité, environnement (QHSE); 9. Licence en journalisme et communication; 10. Licence en informatique et réseaux; 11. Licence en en management juridique et fiscal; 12. Master en banque, assurance, finance; 13. Master en gestion et stratégie d'entreprise; Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s)) 1. Licence en informatique, option: méthodes informatiques appliquées à la gestion (MIAGE); 2. Licence en télécommunication, option: système réseau et télécommunication (SRT); 3. Licence en informatique, option: marketing digital et réseaux sociaux; 4. Licence en informatique, option: génie logiciel; 5. Master en informatique, option: méthodes informatiques appliquées à la gestion; 6. Master en télécommunication, option: système réseau et télécommunication (SRT); 7. Master en informatique, option: marketing digital et réseaux sociaux; 8. Master en informatique, option: génie logiciel. 1. Master monnaie banque assurance finance, option: banque privée internationale; 2. Master monnaie banque assurance finance, option: assurance et réassurance; 3. Master monnaie banque assurance finance, option: finance d'entreprise et d'orientation stratégique; 4. Master monnaie banque assurance finance, option:finance internationale et marchés boursiers; 5. Master droit des affaires, option: ingénierie juridique et fiscale; 6. Master gestion, option: audit et contrôle de gestion; 7. Master gestion, option: gestion financière et comptable des entreprises.",121,Communication,name
"Licence en management; 2. Licence en finances; 3. Licence en gestion; 4. Licence marketing; 5. Master en management; 6. Master en finances; 7. Master en gestion; 8. Master marketing HA-2017 RepSEN/Ensup-priv/HA006-2017 1. Licence en banque, assurance, finance; 2. Licence en gestion et stratégie d'entreprise; 3. licence en gestion des ressources humaines; 4. Licence en génie logistique; 5. Licence en en management des affaires internationales; 6. Licence en marketing, management et communication; 7. Licence en marketing management communication et relations publiques; 8. Licence en qualité, hygiène, sécurité, environnement (QHSE); 9. Licence en journalisme et communication; 10. Licence en informatique et réseaux; 11. Licence en en management juridique et fiscal; 12. Master en banque, assurance, finance; 13. Master en gestion et stratégie d'entreprise; Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s)) 1. Licence en informatique, option: méthodes informatiques appliquées à la gestion (MIAGE); 2. Licence en télécommunication, option: système réseau et télécommunication (SRT); 3. Licence en informatique, option: marketing digital et réseaux sociaux; 4. Licence en informatique, option: génie logiciel; 5. Master en informatique, option: méthodes informatiques appliquées à la gestion; 6. Master en télécommunication, option: système réseau et télécommunication (SRT); 7. Master en informatique, option: marketing digital et réseaux sociaux; 8. Master en informatique, option: génie logiciel. 1. Master monnaie banque assurance finance, option: banque privée internationale; 2. Master monnaie banque assurance finance, option: assurance et réassurance; 3. Master monnaie banque assurance finance, option: finance d'entreprise et d'orientation stratégique; 4. Master monnaie banque assurance finance, option:finance internationale et marchés boursiers; 5. Master droit des affaires, option: ingénierie juridique et fiscale; 6. Master gestion, option: audit et contrôle de gestion; 7. Master gestion, option: gestion financière et comptable des entreprises.",139,Marketing digital,name
"Licence en management; 2. Licence en finances; 3. Licence en gestion; 4. Licence marketing; 5. Master en management; 6. Master en finances; 7. Master en gestion; 8. Master marketing HA-2017 RepSEN/Ensup-priv/HA006-2017 1. Licence en banque, assurance, finance; 2. Licence en gestion et stratégie d'entreprise; 3. licence en gestion des ressources humaines; 4. Licence en génie logistique; 5. Licence en en management des affaires internationales; 6. Licence en marketing, management et communication; 7. Licence en marketing management communication et relations publiques; 8. Licence en qualité, hygiène, sécurité, environnement (QHSE); 9. Licence en journalisme et communication; 10. Licence en informatique et réseaux; 11. Licence en en management juridique et fiscal; 12. Master en banque, assurance, finance; 13. Master en gestion et stratégie d'entreprise; Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s)) 1. Licence en informatique, option: méthodes informatiques appliquées à la gestion (MIAGE); 2. Licence en télécommunication, option: système réseau et télécommunication (SRT); 3. Licence en informatique, option: marketing digital et réseaux sociaux; 4. Licence en informatique, option: génie logiciel; 5. Master en informatique, option: méthodes informatiques appliquées à la gestion; 6. Master en télécommunication, option: système réseau et télécommunication (SRT); 7. Master en informatique, option: marketing digital et réseaux sociaux; 8. Master en informatique, option: génie logiciel. 1. Master monnaie banque assurance finance, option: banque privée internationale; 2. Master monnaie banque assurance finance, option: assurance et réassurance; 3. Master monnaie banque assurance finance, option: finance d'entreprise et d'orientation stratégique; 4. Master monnaie banque assurance finance, option:finance internationale et marchés boursiers; 5. Master droit des affaires, option: ingénierie juridique et fiscale; 6. Master gestion, option: audit et contrôle de gestion; 7. Master gestion, option: gestion financière et comptable des entreprises.",157,Journalisme et Communication,name
"Licence en management; 2. Licence en finances; 3. Licence en gestion; 4. Licence marketing; 5. Master en management; 6. Master en finances; 7. Master en gestion; 8. Master marketing HA-2017 RepSEN/Ensup-priv/HA006-2017 1. Licence en banque, assurance, finance; 2. Licence en gestion et stratégie d'entreprise; 3. licence en gestion des ressources humaines; 4. Licence en génie logistique; 5. Licence en en management des affaires internationales; 6. Licence en marketing, management et communication; 7. Licence en marketing management communication et relations publiques; 8. Licence en qualité, hygiène, sécurité, environnement (QHSE); 9. Licence en journalisme et communication; 10. Licence en informatique et réseaux; 11. Licence en en management juridique et fiscal; 12. Master en banque, assurance, finance; 13. Master en gestion et stratégie d'entreprise; Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s)) 1. Licence en informatique, option: méthodes informatiques appliquées à la gestion (MIAGE); 2. Licence en télécommunication, option: système réseau et télécommunication (SRT); 3. Licence en informatique, option: marketing digital et réseaux sociaux; 4. Licence en informatique, option: génie logiciel; 5. Master en informatique, option: méthodes informatiques appliquées à la gestion; 6. Master en télécommunication, option: système réseau et télécommunication (SRT); 7. Master en informatique, option: marketing digital et réseaux sociaux; 8. Master en informatique, option: génie logiciel. 1. Master monnaie banque assurance finance, option: banque privée internationale; 2. Master monnaie banque assurance finance, option: assurance et réassurance; 3. Master monnaie banque assurance finance, option: finance d'entreprise et d'orientation stratégique; 4. Master monnaie banque assurance finance, option:finance internationale et marchés boursiers; 5. Master droit des affaires, option: ingénierie juridique et fiscale; 6. Master gestion, option: audit et contrôle de gestion; 7. Master gestion, option: gestion financière et comptable des entreprises.",163,Marketing Management,name
"Master en en gestion des ressources humaines; 15. Master en génie logistique; 16. Master en management des affaires internationales; 17. Master en marketing, management et communication; 18. Master en management juridique et fiscal; 19. Master en qualité, hygiène, sécurité, environnement et audit; 20. Master en informatique et réseaux; 21. Master en management et stratégie d'entreprise. HA-2021 RepSEN/Ensup-priv/HA083-2021 1. Licence en droit des affaires; 2. Licence en administration publique et territoriale; 3. Master en sciences politiques, relations internationales et action publique; 4. Master en ingénierie juridique, fiscale et financière. HA-2019 RepSEN/Ensup-priv/HA/61-2019 1. Licence en management; 2. Master en management. HA-2018 RepSEN/Ensup-priv/HA/033-2018 1. Master en management de projet, programme et portefeuille; 2. Master of business administration (MBA). 1. Master en droit des affaires, option: droit des affaires et gouvernance d'entreprise. 1. Bachelor of business administration: tourism and hospitality management (Bac+3); 2. Bachelor of computer sciences (Bac+3); 3. Master of business administration: business administration: management.",1,Informatique,name
"Master en en gestion des ressources humaines; 15. Master en génie logistique; 16. Master en management des affaires internationales; 17. Master en marketing, management et communication; 18. Master en management juridique et fiscal; 19. Master en qualité, hygiène, sécurité, environnement et audit; 20. Master en informatique et réseaux; 21. Master en management et stratégie d'entreprise. HA-2021 RepSEN/Ensup-priv/HA083-2021 1. Licence en droit des affaires; 2. Licence en administration publique et territoriale; 3. Master en sciences politiques, relations internationales et action publique; 4. Master en ingénierie juridique, fiscale et financière. HA-2019 RepSEN/Ensup-priv/HA/61-2019 1. Licence en management; 2. Master en management. HA-2018 RepSEN/Ensup-priv/HA/033-2018 1. Master en management de projet, programme et portefeuille; 2. Master of business administration (MBA). 1. Master en droit des affaires, option: droit des affaires et gouvernance d'entreprise. 1. Bachelor of business administration: tourism and hospitality management (Bac+3); 2. Bachelor of computer sciences (Bac+3); 3. Master of business administration: business administration: management.",4,Droit,name
"Master en en gestion des ressources humaines; 15. Master en génie logistique; 16. Master en management des affaires internationales; 17. Master en marketing, management et communication; 18. Master en management juridique et fiscal; 19. Master en qualité, hygiène, sécurité, environnement et audit; 20. Master en informatique et réseaux; 21. Master en management et stratégie d'entreprise. HA-2021 RepSEN/Ensup-priv/HA083-2021 1. Licence en droit des affaires; 2. Licence en administration publique et territoriale; 3. Master en sciences politiques, relations internationales et action publique; 4. Master en ingénierie juridique, fiscale et financière. HA-2019 RepSEN/Ensup-priv/HA/61-2019 1. Licence en management; 2. Master en management. HA-2018 RepSEN/Ensup-priv/HA/033-2018 1. Master en management de projet, programme et portefeuille; 2. Master of business administration (MBA). 1. Master en droit des affaires, option: droit des affaires et gouvernance d'entreprise. 1. Bachelor of business administration: tourism and hospitality management (Bac+3); 2. Bachelor of computer sciences (Bac+3); 3. Master of business administration: business administration: management.",5,Gestion,name
"Master en en gestion des ressources humaines; 15. Master en génie logistique; 16. Master en management des affaires internationales; 17. Master en marketing, management et communication; 18. Master en management juridique et fiscal; 19. Master en qualité, hygiène, sécurité, environnement et audit; 20. Master en informatique et réseaux; 21. Master en management et stratégie d'entreprise. HA-2021 RepSEN/Ensup-priv/HA083-2021 1. Licence en droit des affaires; 2. Licence en administration publique et territoriale; 3. Master en sciences politiques, relations internationales et action publique; 4. Master en ingénierie juridique, fiscale et financière. HA-2019 RepSEN/Ensup-priv/HA/61-2019 1. Licence en management; 2. Master en management. HA-2018 RepSEN/Ensup-priv/HA/033-2018 1. Master en management de projet, programme et portefeuille; 2. Master of business administration (MBA). 1. Master en droit des affaires, option: droit des affaires et gouvernance d'entreprise. 1. Bachelor of business administration: tourism and hospitality management (Bac+3); 2. Bachelor of computer sciences (Bac+3); 3. Master of business administration: business administration: management.",7,Marketing,name
"Master en en gestion des ressources humaines; 15. Master en génie logistique; 16. Master en management des affaires internationales; 17. Master en marketing, management et communication; 18. Master en management juridique et fiscal; 19. Master en qualité, hygiène, sécurité, environnement et audit; 20. Master en informatique et réseaux; 21. Master en management et stratégie d'entreprise. HA-2021 RepSEN/Ensup-priv/HA083-2021 1. Licence en droit des affaires; 2. Licence en administration publique et territoriale; 3. Master en sciences politiques, relations internationales et action publique; 4. Master en ingénierie juridique, fiscale et financière. HA-2019 RepSEN/Ensup-priv/HA/61-2019 1. Licence en management; 2. Master en management. HA-2018 RepSEN/Ensup-priv/HA/033-2018 1. Master en management de projet, programme et portefeuille; 2. Master of business administration (MBA). 1. Master en droit des affaires, option: droit des affaires et gouvernance d'entreprise. 1. Bachelor of business administration: tourism and hospitality management (Bac+3); 2. Bachelor of computer sciences (Bac+3); 3. Master of business administration: business administration: management.",64,Management,name
